eid,cid,et,tp,id
"1586095130088","2355262025986","Vehicle","42755,41","26.07.2023 21:45:43"
"2154129443121","9683522291258","Bodily Injury","36318,69","26.07.2023 21:45:43"
"7060098453312","8319070734025","Vehicle","38835,65","26.07.2023 21:45:43"
"3618962297274","8702872362560","Vehicle","32678,92","26.07.2023 21:45:43"
"3176139912896","2087840560431","Vehicle","7803,31","26.07.2023 21:45:43"
"4172711707899","5233197731189","Bodily Injury","15352,00","26.07.2023 21:45:43"
"7088333941863","3884230527654","Property","46743,14","26.07.2023 21:45:43"
"5620926006178","1662365557082","Bodily Injury","17173,00","26.07.2023 21:45:43"
"4043728832774","9214828251034","Property","18172,62","26.07.2023 21:45:43"
"8496204214795","594470573423","Bodily Injury","22281,98","26.07.2023 21:45:43"
"9563154144237","7450070231505","Property","34833,28","26.07.2023 21:45:43"
"346553779291","8472574505025","Bodily Injury","48513,38","26.07.2023 21:45:43"
"1861017103533","2961494420250","Vehicle","28557,31","26.07.2023 21:45:43"
"8848757835445","5346607397213","Bodily Injury","15368,58","26.07.2023 21:45:43"
"7550647131246","4356512923949","Property","49148,75","26.07.2023 21:45:43"
"933270838215","1562139774546","Bodily Injury","42521,15","26.07.2023 21:45:43"
"6329783686420","2724256524984","Bodily Injury","39339,36","26.07.2023 21:45:43"
"4761103946409","7718203025482","Vehicle","40273,22","26.07.2023 21:45:43"
"1094238605281","7984158976330","Property","7598,37","26.07.2023 21:45:43"
"6728553371059","8054391083566","Vehicle","25835,41","26.07.2023 21:45:43"
"2190993798622","6602568924204","Property","20770,19","26.07.2023 21:45:43"
"7030977474528","3606035523832","Vehicle","37002,53","26.07.2023 21:45:43"
"1956292349395","5759627428163","Vehicle","42740,40","26.07.2023 21:45:43"
"3230869009952","4203964446627","Property","36040,57","26.07.2023 21:45:43"
"7125603882435","8446375170294","Property","40225,78","26.07.2023 21:45:43"
"2985299732322","5549583644644","Vehicle","37646,45","26.07.2023 21:45:43"
"1180850620388","3353933479775","Property","1961,38","26.07.2023 21:45:43"
"439787874888","2128383040214","Property","31106,49","26.07.2023 21:45:43"
"787197165462","9232685284990","Bodily Injury","33267,38","26.07.2023 21:45:43"
"8360525415858","231766565746","Property","49326,50","26.07.2023 21:45:43"
"3601497547196","8825031471774","Bodily Injury","41113,37","26.07.2023 21:45:43"
"5297741371416","9445134526992","Property","32058,86","26.07.2023 21:45:43"
"4930451357583","7040710911860","Property","30467,49","26.07.2023 21:45:43"
"585106094763","192310592384","Bodily Injury","49822,39","26.07.2023 21:45:43"
"4842679339474","1221713882048","Vehicle","33374,33","26.07.2023 21:45:43"
"2243753886865","5841376788993","Bodily Injury","41914,00","26.07.2023 21:45:43"
"4409289243215","5380333237716","Property","16021,75","26.07.2023 21:45:43"
"8951577247513","1080271307047","Property","33574,19","26.07.2023 21:45:43"
"2484538087355","2245564265399","Bodily Injury","19975,98","26.07.2023 21:45:43"
"4266839866077","786394666804","Bodily Injury","39709,60","26.07.2023 21:45:43"
"2393995534705","5219114906749","Vehicle","18839,06","26.07.2023 21:45:43"
"3900281010144","4235566148542","Property","47968,13","26.07.2023 21:45:43"
"5162379103582","3699762227120","Vehicle","7227,49","26.07.2023 21:45:43"
"1066921147324","362070178395","Bodily Injury","10192,60","26.07.2023 21:45:43"
"5729748298960","6544884829835","Bodily Injury","40984,12","26.07.2023 21:45:43"
"6886533486679","5280334561465","Property","13990,80","26.07.2023 21:45:43"
"120204990394","1896898337596","Property","29046,57","26.07.2023 21:45:43"
"5822050571082","1705768002464","Vehicle","19042,31","26.07.2023 21:45:43"
"738544403189","3181117629860","Property","13822,63","26.07.2023 21:45:43"
"3680674609564","9309416581876","Property","6986,09","26.07.2023 21:45:43"
"2934321672275","271909372228","Vehicle","26868,98","26.07.2023 21:45:43"
"9565243141456","6164640654357","Property","21309,50","26.07.2023 21:45:43"
"2395873857001","6790245196320","Property","27878,75","26.07.2023 21:45:43"
"7677067016388","7753246083650","Property","28186,61","26.07.2023 21:45:43"
"4199157197664","2999596351182","Property","18801,17","26.07.2023 21:45:43"
"332810240231","4987683123875","Vehicle","42872,32","26.07.2023 21:45:43"
"8143153007650","2511320445037","Property","10531,97","26.07.2023 21:45:43"
"9761370452305","3898667063625","Vehicle","42474,68","26.07.2023 21:45:43"
"4824367607790","8764869104443","Vehicle","13962,71","26.07.2023 21:45:43"
"3296979822038","2970950458887","Vehicle","4157,83","26.07.2023 21:45:43"
"9060914834046","1707688198148","Vehicle","1339,35","26.07.2023 21:45:43"
"1269896422967","336629336043","Vehicle","25351,98","26.07.2023 21:45:43"
"7889402629667","4108283682433","Bodily Injury","37148,40","26.07.2023 21:45:43"
"2197845041917","2348635604084","Bodily Injury","17154,24","26.07.2023 21:45:43"
"294995520722","5133929269899","Property","36442,07","26.07.2023 21:45:43"
"9223980664302","7963570027237","Vehicle","24431,69","26.07.2023 21:45:43"
"1296055878373","3565775643056","Property","43964,23","26.07.2023 21:45:43"
"299356981119","1254098878776","Vehicle","12421,04","26.07.2023 21:45:43"
"1956158872056","7280016524664","Property","38237,65","26.07.2023 21:45:43"
"4730479556209","2826772129340","Vehicle","15137,34","26.07.2023 21:45:43"
"8342680175001","6171514952614","Bodily Injury","30263,62","26.07.2023 21:45:43"
"5723958251865","8435243021622","Property","48756,41","26.07.2023 21:45:43"
"1361590705478","6865652046677","Vehicle","36962,45","26.07.2023 21:45:43"
"508421471037","3570813791539","Property","42555,93","26.07.2023 21:45:43"
"646515496903","1723691994437","Vehicle","8847,01","26.07.2023 21:45:43"
"4932499914739","3778084310034","Property","32792,54","26.07.2023 21:45:43"
"1914914879469","815227151487","Property","41706,45","26.07.2023 21:45:43"
"8034808419261","2608356480960","Bodily Injury","13777,81","26.07.2023 21:45:43"
"4324807613522","7791833840301","Vehicle","46450,90","26.07.2023 21:45:43"
"4285712507266","2308881935850","Vehicle","8364,46","26.07.2023 21:45:43"
"8788839237665","2702116079384","Vehicle","17677,54","26.07.2023 21:45:43"
"9182813285643","6848030960043","Vehicle","9110,51","26.07.2023 21:45:43"
"1297068661089","6726511190277","Bodily Injury","45654,21","26.07.2023 21:45:43"
"4541768935547","6328034977510","Property","45657,36","26.07.2023 21:45:43"
"9545155766983","3303203890321","Property","41585,21","26.07.2023 21:45:43"
"8679791704433","5264350443492","Bodily Injury","207,59","26.07.2023 21:45:43"
"7866432849807","5944296825407","Property","48711,08","26.07.2023 21:45:43"
"4009405153118","628702407659","Vehicle","27734,54","26.07.2023 21:45:43"
"5665185106202","1246918562362","Property","14994,51","26.07.2023 21:45:43"
"8099667914945","2804611364226","Vehicle","48718,84","26.07.2023 21:45:43"
"328447821953","9114911573851","Vehicle","49943,54","26.07.2023 21:45:43"
"5826703435947","5072496009113","Property","11496,51","26.07.2023 21:45:43"
"9585442511214","8649419920005","Bodily Injury","6437,38","26.07.2023 21:45:43"
"4138470169569","1872147283185","Property","10981,82","26.07.2023 21:45:43"
"5770790384974","931981590836","Property","39891,16","26.07.2023 21:45:43"
"7508339248940","6235058374692","Vehicle","25545,68","26.07.2023 21:45:43"
"4858823209276","111845040641","Vehicle","33838,83","26.07.2023 21:45:43"
"8249857877572","8797102065651","Property","48665,16","26.07.2023 21:45:43"
"8699619331542","8034513320260","Property","44656,09","26.07.2023 21:45:43"
"2651116630777","6509222175088","Bodily Injury","609,97","26.07.2023 21:45:43"
"9423663520981","5396319641635","Property","30356,08","26.07.2023 21:45:43"
"7079712673494","8401382022395","Vehicle","10403,58","26.07.2023 21:45:43"
"4547130689142","4018635513781","Bodily Injury","41382,57","26.07.2023 21:45:43"
"8816843653522","8669849348361","Property","35477,13","26.07.2023 21:45:43"
"6705146613801","2522669958220","Vehicle","3618,82","26.07.2023 21:45:43"
"4033326997709","5078146172675","Property","34903,42","26.07.2023 21:45:43"
"1996202779454","4572160764529","Bodily Injury","18275,79","26.07.2023 21:45:43"
"2659911733355","6250813520794","Bodily Injury","37922,52","26.07.2023 21:45:43"
"9470294686671","2730921665387","Bodily Injury","42432,36","26.07.2023 21:45:43"
"1073642677885","8942331057838","Bodily Injury","6952,25","26.07.2023 21:45:43"
"1761349418447","6835523810408","Bodily Injury","9577,61","26.07.2023 21:45:43"
"8304667286112","1156158187398","Bodily Injury","4155,45","26.07.2023 21:45:43"
"9622990813023","8937726550101","Bodily Injury","616,42","26.07.2023 21:45:43"
"6512466090988","3280582883678","Property","45962,67","26.07.2023 21:45:43"
"2502427606897","1747532072637","Vehicle","30773,24","26.07.2023 21:45:43"
"7951572667106","9434080095094","Vehicle","44108,89","26.07.2023 21:45:43"
"929874130591","4740677166174","Vehicle","12985,00","26.07.2023 21:45:43"
"1622265583820","8708921256554","Property","37171,47","26.07.2023 21:45:43"
"7364694665075","9157685738577","Property","29101,03","26.07.2023 21:45:43"
"9542384234677","5463986906049","Vehicle","27369,80","26.07.2023 21:45:43"
"3595481870702","5783133015823","Bodily Injury","11547,96","26.07.2023 21:45:43"
"6067860374617","3518766902561","Bodily Injury","24126,95","26.07.2023 21:45:43"
"3419067456004","398435940143","Property","30707,50","26.07.2023 21:45:43"
"2108454596493","9491140793271","Bodily Injury","2948,65","26.07.2023 21:45:43"
"5609867475141","8754929700595","Vehicle","8522,57","26.07.2023 21:45:43"
"6769378659710","6594414328243","Bodily Injury","35955,59","26.07.2023 21:45:43"
"6275946133673","6971102952219","Bodily Injury","48650,78","26.07.2023 21:45:43"
"4042092638406","2119456456183","Vehicle","11850,67","26.07.2023 21:45:43"
"8840489655479","8517082601383","Bodily Injury","45305,71","26.07.2023 21:45:43"
"6171165691476","7094871274311","Property","27138,93","26.07.2023 21:45:43"
"2681764302102","9705816548265","Property","22946,20","26.07.2023 21:45:43"
"4356636920448","1434551372501","Vehicle","42629,14","26.07.2023 21:45:43"
"9080087851146","2775654319590","Property","5112,79","26.07.2023 21:45:43"
"2604967484662","150198401978","Vehicle","47551,77","26.07.2023 21:45:43"
"4114489208886","594859422477","Bodily Injury","32174,20","26.07.2023 21:45:43"
"8503457500403","6482671296818","Property","611,02","26.07.2023 21:45:43"
"2483551463197","8533665404725","Property","4730,69","26.07.2023 21:45:43"
"1392282692093","3394195960560","Bodily Injury","878,01","26.07.2023 21:45:43"
"6467181862041","3481914601768","Property","24943,03","26.07.2023 21:45:43"
"1325467249484","3403164480987","Vehicle","3104,59","26.07.2023 21:45:43"
"1211196527013","3302747226755","Property","42096,38","26.07.2023 21:45:43"
"7300379229715","3220723025072","Bodily Injury","36119,98","26.07.2023 21:45:43"
"6721478695095","9744211674082","Bodily Injury","533,51","26.07.2023 21:45:43"
"9189401232396","8729749393070","Vehicle","38170,95","26.07.2023 21:45:43"
"8019901680915","4614510896630","Property","48409,68","26.07.2023 21:45:43"
"4092489067528","6468372525895","Bodily Injury","35840,53","26.07.2023 21:45:43"
"2385892262261","3133112122279","Bodily Injury","1652,24","26.07.2023 21:45:43"
"2827328660183","3730374106187","Property","42579,91","26.07.2023 21:45:43"
"5526341710077","316620035953","Property","16327,19","26.07.2023 21:45:43"
"7517483604486","9213751205002","Property","11540,88","26.07.2023 21:45:43"
"177275454711","3746972255566","Property","47643,26","26.07.2023 21:45:43"
"9900160708909","9307139140346","Bodily Injury","13367,21","26.07.2023 21:45:43"
"6762289810254","1949644139476","Vehicle","40674,50","26.07.2023 21:45:43"
"343897818697","7675866815892","Vehicle","9946,61","26.07.2023 21:45:43"
"5463701881330","5097426327288","Bodily Injury","39556,94","26.07.2023 21:45:43"
"3081249206047","3163364665166","Bodily Injury","6767,20","26.07.2023 21:45:43"
"5456140355093","7069816105447","Vehicle","28124,66","26.07.2023 21:45:43"
"8781355721237","3924099950385","Property","36281,65","26.07.2023 21:45:43"
"236161795280","7582127149813","Bodily Injury","18829,49","26.07.2023 21:45:43"
"6689036543401","6485086584383","Bodily Injury","23722,71","26.07.2023 21:45:43"
"318717457502","4184638519519","Bodily Injury","21119,26","26.07.2023 21:45:43"
"1410255480291","261014483751","Bodily Injury","16880,41","26.07.2023 21:45:43"
"4230653702616","4332249321178","Vehicle","30735,32","26.07.2023 21:45:43"
"5774121631273","923782067153","Vehicle","37896,33","26.07.2023 21:45:43"
"1821558727530","9275840808257","Bodily Injury","35954,56","26.07.2023 21:45:43"
"2526893882475","4236936114521","Vehicle","43833,37","26.07.2023 21:45:43"
"5904611094910","4986646196263","Bodily Injury","42615,11","26.07.2023 21:45:43"
"902783570840","7419281170801","Bodily Injury","42058,88","26.07.2023 21:45:43"
"1926196218019","9475855953404","Property","2945,00","26.07.2023 21:45:43"
"8171050556258","9661011857406","Vehicle","38761,72","26.07.2023 21:45:43"
"5303056710903","108997045268","Bodily Injury","27340,29","26.07.2023 21:45:43"
"4900359033536","9157350560105","Vehicle","30198,71","26.07.2023 21:45:43"
"8590169655834","888728658113","Bodily Injury","9036,77","26.07.2023 21:45:43"
"4629644727804","5415802092219","Bodily Injury","16329,92","26.07.2023 21:45:43"
"7369334961055","2280304428097","Vehicle","33061,26","26.07.2023 21:45:43"
"800088165914","7726202384343","Vehicle","31218,92","26.07.2023 21:45:43"
"834250879539","6316903556275","Bodily Injury","6723,46","26.07.2023 21:45:43"
"9299715039687","8914095546104","Property","34306,18","26.07.2023 21:45:43"
"2919677888388","4153738884668","Bodily Injury","46331,45","26.07.2023 21:45:43"
"3182048019691","8225029628707","Bodily Injury","13623,43","26.07.2023 21:45:43"
"1649214885860","3154915236188","Property","21982,39","26.07.2023 21:45:43"
"7927209592538","3688357295023","Vehicle","37656,29","26.07.2023 21:45:43"
"5253752996921","8373371124446","Property","20357,87","26.07.2023 21:45:43"
"3574364350499","7126919207929","Property","12298,11","26.07.2023 21:45:43"
"4588068702861","9805431238398","Vehicle","28396,25","26.07.2023 21:45:43"
"709935443931","6230639689377","Property","39940,56","26.07.2023 21:45:43"
"5752122534515","6070607450202","Property","30042,57","26.07.2023 21:45:43"
"5072380392755","9044649202567","Property","2368,24","26.07.2023 21:45:43"
"2390818553284","2795097052782","Bodily Injury","36634,05","26.07.2023 21:45:43"
"5538790286135","745477052369","Vehicle","46963,05","26.07.2023 21:45:43"
"6610589758621","3297535637513","Vehicle","14456,11","26.07.2023 21:45:43"
"6054420853823","7980935351266","Bodily Injury","20679,61","26.07.2023 21:45:43"
"9085033445262","1655616560061","Bodily Injury","976,15","26.07.2023 21:45:43"
"7875251283885","3097416671597","Vehicle","36795,44","26.07.2023 21:45:43"
"3831497175701","9264527126393","Bodily Injury","3669,46","26.07.2023 21:45:43"
"2990845168501","7761695989275","Property","20025,80","26.07.2023 21:45:43"
"8672951072192","4816608024568","Property","25644,78","26.07.2023 21:45:43"
"9749639366231","5342680023013","Bodily Injury","15031,45","26.07.2023 21:45:43"
"7694761091456","2915092610211","Vehicle","3062,77","26.07.2023 21:45:43"
"8010951096948","6840828654332","Bodily Injury","35222,51","26.07.2023 21:45:43"
"2569213302182","2355262025986","Bodily Injury","29199,20","26.07.2023 21:45:43"
"4125153144042","9683522291258","Vehicle","9129,23","26.07.2023 21:45:43"
"7240598498087","8319070734025","Bodily Injury","37926,37","26.07.2023 21:45:43"
"6798526734313","8702872362560","Bodily Injury","37947,41","26.07.2023 21:45:43"
"5165516445338","2087840560431","Vehicle","2921,79","26.07.2023 21:45:43"
"9633703675947","5233197731189","Bodily Injury","26923,72","26.07.2023 21:45:43"
"5864431862989","3884230527654","Vehicle","22413,80","26.07.2023 21:45:43"
"496204982283","1662365557082","Bodily Injury","41780,88","26.07.2023 21:45:43"
"172962776532","9214828251034","Bodily Injury","42052,16","26.07.2023 21:45:43"
"2227790324874","594470573423","Vehicle","33371,34","26.07.2023 21:45:43"
"2934903312535","7450070231505","Vehicle","29061,03","26.07.2023 21:45:43"
"3919180512909","8472574505025","Vehicle","5284,71","26.07.2023 21:45:43"
"7123764739143","2961494420250","Vehicle","20879,73","26.07.2023 21:45:43"
"8737200730655","5346607397213","Vehicle","9216,34","26.07.2023 21:45:43"
"9709242253056","4356512923949","Bodily Injury","6269,80","26.07.2023 21:45:43"
"6437270059156","1562139774546","Bodily Injury","44415,13","26.07.2023 21:45:43"
"276876974564","2724256524984","Property","33351,04","26.07.2023 21:45:43"
"4143747974164","7718203025482","Vehicle","44095,13","26.07.2023 21:45:43"
"2467741907748","7984158976330","Property","15474,52","26.07.2023 21:45:43"
"1152600427397","8054391083566","Bodily Injury","41221,10","26.07.2023 21:45:43"
"7343919892897","6602568924204","Property","14142,47","26.07.2023 21:45:43"
"4028830983196","3606035523832","Property","30749,25","26.07.2023 21:45:43"
"9729352677024","5759627428163","Bodily Injury","9430,95","26.07.2023 21:45:43"
"7534789816349","4203964446627","Bodily Injury","45587,33","26.07.2023 21:45:43"
"1445752244832","8446375170294","Vehicle","46338,34","26.07.2023 21:45:43"
"2877689188869","5549583644644","Vehicle","36864,21","26.07.2023 21:45:43"
"1775811614243","3353933479775","Bodily Injury","40981,75","26.07.2023 21:45:43"
"1180240590347","2128383040214","Property","15017,04","26.07.2023 21:45:43"
"4835000744713","9232685284990","Vehicle","29131,18","26.07.2023 21:45:43"
"8173515986490","231766565746","Property","2317,65","26.07.2023 21:45:43"
"2361093187393","8825031471774","Vehicle","26034,16","26.07.2023 21:45:43"
"2202196712288","9445134526992","Bodily Injury","5667,71","26.07.2023 21:45:43"
"1007676945996","7040710911860","Vehicle","43660,39","26.07.2023 21:45:43"
"9077758256230","192310592384","Property","15526,54","26.07.2023 21:45:43"
"4491430514866","1221713882048","Property","49139,71","26.07.2023 21:45:43"
"2127071594088","5841376788993","Bodily Injury","8781,86","26.07.2023 21:45:43"
"9912626348604","5380333237716","Property","39037,67","26.07.2023 21:45:43"
"3347203298650","1080271307047","Bodily Injury","31193,31","26.07.2023 21:45:43"
"3608616420129","2245564265399","Vehicle","45382,09","26.07.2023 21:45:43"
"2509966767660","786394666804","Vehicle","41500,46","26.07.2023 21:45:43"
"9032028262851","5219114906749","Vehicle","30826,83","26.07.2023 21:45:43"
"4551415991443","4235566148542","Property","33966,47","26.07.2023 21:45:43"
"909090959099","3699762227120","Vehicle","27603,84","26.07.2023 21:45:43"
"7044161975941","1194725648766","Vehicle","40205,49","27.07.2023 21:45:43"
"1263349468232","5272998620326","Vehicle","25211,72","27.07.2023 21:45:43"
"1570244036347","8505229674410","Vehicle","14487,35","27.07.2023 21:45:43"
"6439551426253","4537118032613","Property","47855,72","27.07.2023 21:45:43"
"7910071603520","7796518338851","Property","38815,47","27.07.2023 21:45:43"
"2959117043500","9970650371412","Vehicle","40432,59","27.07.2023 21:45:43"
"1238194201663","3209891238112","Property","45741,78","27.07.2023 21:45:43"
"7057803229804","9066055408588","Bodily Injury","8279,85","27.07.2023 21:45:43"
"3218964153328","5971084741496","Property","30136,34","27.07.2023 21:45:43"
"6994877700123","6049966706746","Bodily Injury","43213,73","27.07.2023 21:45:43"
"7123030317199","528163014104","Property","24151,95","27.07.2023 21:45:43"
"4399053359207","5898366848085","Property","5847,37","27.07.2023 21:45:43"
"3846968446804","5514796952089","Property","9047,16","27.07.2023 21:45:43"
"6499723309195","3074966763590","Property","27593,98","27.07.2023 21:45:43"
"5109366759009","3153262193509","Vehicle","44052,44","27.07.2023 21:45:43"
"4714649877678","1239148164243","Bodily Injury","14133,88","27.07.2023 21:45:43"
"6233644581116","3069136767846","Property","45113,96","27.07.2023 21:45:43"
"9088776805317","9926073184853","Vehicle","23770,79","27.07.2023 21:45:43"
"2379159154263","7654990497960","Vehicle","44433,92","27.07.2023 21:45:43"
"3457813628025","6123711018198","Vehicle","14968,11","27.07.2023 21:45:43"
"1052948182297","397896108384","Vehicle","21002,41","27.07.2023 21:45:43"
"3278266951160","9334500282033","Vehicle","43824,57","27.07.2023 21:45:43"
"9388824201950","4586405362169","Property","13213,89","27.07.2023 21:45:43"
"8267777249981","9966403606646","Vehicle","34934,40","27.07.2023 21:45:43"
"4265099226855","7532572559104","Vehicle","26955,77","27.07.2023 21:45:43"
"3277863097493","3772343181725","Property","9937,63","27.07.2023 21:45:43"
"8877127184947","4023010601127","Bodily Injury","10945,52","27.07.2023 21:45:43"
"9126496801711","4943844518150","Property","1040,06","27.07.2023 21:45:43"
"2107818989455","4729132177081","Bodily Injury","10203,77","27.07.2023 21:45:43"
"8781326615269","5794049286652","Property","1468,48","27.07.2023 21:45:43"
"9824101140963","6462986798984","Bodily Injury","33628,64","27.07.2023 21:45:43"
"8647386672369","1533365666717","Bodily Injury","28433,39","27.07.2023 21:45:43"
"7389115604168","5362905262100","Property","44043,99","27.07.2023 21:45:43"
"2216263103838","2441166476071","Vehicle","5193,15","27.07.2023 21:45:43"
"5379926549851","946971994861","Bodily Injury","36587,63","27.07.2023 21:45:43"
"5664890552444","2709314256322","Property","27390,65","27.07.2023 21:45:43"
"3338209164811","5224773672466","Bodily Injury","45869,12","27.07.2023 21:45:43"
"4593655811947","9347574854536","Bodily Injury","25767,84","27.07.2023 21:45:43"
"9192128526203","3590920036503","Vehicle","13718,59","27.07.2023 21:45:43"
"7719392188488","7988920731366","Property","30560,27","27.07.2023 21:45:43"
"7753983096648","7601678881580","Property","21053,85","27.07.2023 21:45:43"
"1085772316181","4542682911148","Vehicle","35798,11","27.07.2023 21:45:43"
"5335804597316","4875457860073","Bodily Injury","41017,22","27.07.2023 21:45:43"
"1275507338976","8284902423025","Vehicle","38674,13","27.07.2023 21:45:43"
"6894737978762","1344627436811","Vehicle","5295,49","27.07.2023 21:45:43"
"4414552794140","7656926369717","Bodily Injury","16763,30","27.07.2023 21:45:43"
"8799718099570","993117810091","Bodily Injury","37156,30","27.07.2023 21:45:43"
"8323893523642","430694549721","Property","22896,50","27.07.2023 21:45:43"
"3416951882036","4477800026729","Property","38189,70","27.07.2023 21:45:43"
"4066285269702","8655218787936","Bodily Injury","8214,76","27.07.2023 21:45:43"
"8898850248852","1076254243902","Bodily Injury","44947,45","27.07.2023 21:45:43"
"1804196440532","1274247806180","Bodily Injury","5367,48","27.07.2023 21:45:43"
"9168474989278","4521921233970","Bodily Injury","15485,70","27.07.2023 21:45:43"
"5759654819519","7254157212862","Vehicle","5551,35","27.07.2023 21:45:43"
"3280218387080","6360886462561","Property","33891,69","27.07.2023 21:45:43"
"5533454570370","8728250971450","Property","1909,10","27.07.2023 21:45:43"
"7433121276424","530821478441","Bodily Injury","15395,00","27.07.2023 21:45:43"
"6333027957867","3975513452785","Vehicle","18552,98","27.07.2023 21:45:43"
"9932830970334","8782162246988","Bodily Injury","15215,65","27.07.2023 21:45:43"
"6307393823354","247390468904","Bodily Injury","495,54","27.07.2023 21:45:43"
"290878087088","5041273155403","Property","1894,56","27.07.2023 21:45:43"
"8933169452967","543622316442","Bodily Injury","43228,99","27.07.2023 21:45:43"
"3155937672558","6662580091501","Bodily Injury","37203,63","27.07.2023 21:45:43"
"7182885460776","6059675811370","Bodily Injury","14889,37","27.07.2023 21:45:43"
"6660733359745","1014137738343","Vehicle","11266,85","27.07.2023 21:45:43"
"851875198216","9782307990066","Bodily Injury","2300,73","27.07.2023 21:45:43"
"1920611781485","7023772416481","Vehicle","49647,12","27.07.2023 21:45:43"
"4751463967766","4341095522630","Bodily Injury","26651,39","27.07.2023 21:45:43"
"943515059161","1471623924029","Vehicle","18258,46","27.07.2023 21:45:43"
"6790643456805","8922057010679","Vehicle","12364,66","27.07.2023 21:45:43"
"4989692388018","9693348744675","Bodily Injury","13087,70","27.07.2023 21:45:43"
"8433812906470","3343499600707","Property","24191,70","27.07.2023 21:45:43"
